Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
India,IND,2003,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,55.2
India,IND,2003,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,55.2
India,IND,2004,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,53.4
India,IND,2004,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,53.4
India,IND,2005,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,59.3
India,IND,2005,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,59.3
India,IND,2006,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,57.3
India,IND,2006,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,57.3
India,IND,2007,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,63.5
India,IND,2007,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,63.5
India,IND,2008,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,65.7
India,IND,2008,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,65.7
India,IND,2009,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,65.7
India,IND,2009,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,65.7
India,IND,2010,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,68.4
India,IND,2010,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,68.4
India,IND,2011,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,72.3
India,IND,2011,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,72.3
India,IND,2012,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,72.4
India,IND,2012,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,72.4
India,IND,2013,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,76.8
India,IND,2013,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,76.8
India,IND,2014,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,79.4
India,IND,2014,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,79.4
India,IND,2015,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,83.4
India,IND,2015,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,83.4
India,IND,2016,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,85.3
India,IND,2016,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,85.3
India,IND,2017,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,88.3
India,IND,2017,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,88.3
India,IND,2018,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,93.9
India,IND,2018,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,93.9
India,IND,2019,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,93.8
India,IND,2019,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,93.8
India,IND,2020,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,95.2
India,IND,2020,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,95.2
India,IND,2021,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,99.3
India,IND,2021,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,99.3
India,IND,2022,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,99.3
India,IND,2022,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,99.3
India,IND,1993,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,82.8
India,IND,1993,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,82.8
India,IND,1994,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,85.20610046
India,IND,1994,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,85.20610046
India,IND,1995,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,85.8353653
India,IND,1995,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,85.8353653
India,IND,1996,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,86.45200348
India,IND,1996,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,86.45200348
India,IND,1997,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,87.05283356
India,IND,1997,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,87.05283356
India,IND,1998,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,87.63471222
India,IND,1998,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,87.63471222
India,IND,1999,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,91.3
India,IND,1999,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,91.3
India,IND,2000,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,89.4
India,IND,2000,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,89.4
India,IND,2001,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,89.9
India,IND,2001,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,89.9
India,IND,2002,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,90.4
India,IND,2002,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,90.4
India,IND,2003,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,90.9
India,IND,2003,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,90.9
India,IND,2004,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,91.3
India,IND,2004,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,91.3
India,IND,2005,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,91.9
India,IND,2005,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,91.9
India,IND,2006,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,93.1
India,IND,2006,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,93.1
India,IND,2007,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,93
India,IND,2007,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,93
India,IND,2008,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,93.6
India,IND,2008,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,93.6
India,IND,2009,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,96.1
India,IND,2009,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,96.1
India,IND,2010,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,94
India,IND,2010,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,94
India,IND,2011,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,95.4
India,IND,2011,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,95.4
India,IND,2012,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,96.1
India,IND,2012,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,96.1
India,IND,2013,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,96.6
India,IND,2013,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,96.6
India,IND,2014,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,97.1
India,IND,2014,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,97.1
India,IND,2015,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,97.5
India,IND,2015,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,97.5
India,IND,2016,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,98.2
India,IND,2016,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,98.2
India,IND,2017,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,98.7
India,IND,2017,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,98.7
India,IND,2018,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,99.1
India,IND,2018,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,99.1
India,IND,2019,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,99.8
India,IND,2019,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,99.8
India,IND,2020,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,99
India,IND,2020,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,99
India,IND,2021,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100
India,IND,2021,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100
India,IND,2022,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100
India,IND,2022,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100
India,IND,2011,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,30.51
India,IND,2014,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,43.35
India,IND,2017,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,75.37
India,IND,2021,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,75.9
India,IND,2011,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",FX.OWN.TOTL.SO.ZS,59.47
India,IND,2014,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",FX.OWN.TOTL.SO.ZS,64.23
India,IND,2017,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",FX.OWN.TOTL.SO.ZS,84.94
India,IND,2021,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",FX.OWN.TOTL.SO.ZS,81.3
India,IND,1971,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,61.04195
India,IND,1990,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,77.12007
India,IND,2000,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,83.85499
India,IND,2001,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,83.79816
India,IND,2002,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,83.6246
India,IND,2003,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,88.46232
India,IND,2007,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,96.78945
India,IND,2008,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,96.84171
India,IND,2009,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,95.53715
India,IND,2010,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,96.12032
India,IND,2011,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,95.71761
India,IND,2012,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,96.98764
India,IND,2013,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,97.73768
India,IND,1971,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,47.9378
India,IND,1971,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,47.9378
India,IND,1990,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,65.57641
India,IND,1990,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,65.57641
India,IND,2000,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,77.07076
India,IND,2000,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,77.07076
India,IND,2001,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,77.7552
India,IND,2001,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,77.7552
India,IND,2002,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,78.12586
India,IND,2002,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,78.12586
India,IND,2003,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,87.68983
India,IND,2003,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,87.68983
India,IND,2007,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,96.57433
India,IND,2007,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,96.57433
India,IND,2008,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,97.99402
India,IND,2008,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,97.99402
India,IND,2009,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,97.21073
India,IND,2009,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,97.21073
India,IND,2010,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,97.48202
India,IND,2010,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,97.48202
India,IND,2011,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,97.42634
India,IND,2011,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,97.42634
India,IND,2012,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,97.91645
India,IND,2012,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,97.91645
India,IND,2013,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,98.56772
India,IND,2013,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,98.56772
India,IND,1971,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,73.20033
India,IND,1971,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,73.20033
India,IND,1990,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,87.70998
India,IND,1990,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,87.70998
India,IND,2000,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,89.95597
India,IND,2000,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,89.95597
India,IND,2001,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,89.21465
India,IND,2001,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,89.21465
India,IND,2002,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,88.54219
India,IND,2002,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,88.54219
India,IND,2003,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,89.15205
India,IND,2003,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,89.15205
India,IND,2007,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,96.98103
India,IND,2007,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,96.98103
India,IND,2008,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,95.8157
India,IND,2008,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,95.8157
India,IND,2009,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,94.04728
India,IND,2009,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,94.04728
India,IND,2010,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,94.90825
India,IND,2010,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,94.90825
India,IND,2011,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,94.19646
India,IND,2011,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,94.19646
India,IND,2012,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,96.1601
India,IND,2012,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,96.1601
India,IND,2013,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,96.99684
India,IND,2013,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,96.99684
India,IND,1970,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,2.4661305
India,IND,1970,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,2.4661305
India,IND,1971,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,2.2
India,IND,1971,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,2.2
